Datum,Jahr,Monat,Monatsnummer,Branchencode,Branche,Eroeffnet,Mangels_Masse_Abgewiesen,Gesamt
2025-04,2025,April,4,WZ08-C,Verarbeitendes Gewerbe,164.0,20.0,184.0
2025-04,2025,April,4,WZ08-D,Energieversorgung,6.0,,
2025-04,2025,April,4,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",1.0,1.0,2.0
2025-04,2025,April,4,WZ08-F,Baugewerbe,267.0,115.0,382.0
2025-04,2025,April,4,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",217.0,99.0,316.0
2025-04,2025,April,4,WZ08-H,Verkehr und Lagerei,83.0,37.0,120.0
2025-04,2025,April,4,WZ08-I,Gastgewerbe,168.0,64.0,232.0
2025-04,2025,April,4,WZ08-J,Information und Kommunikation,53.0,22.0,75.0
2025-04,2025,April,4,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,26.0,27.0,53.0
2025-04,2025,April,4,WZ08-L,Grundstücks- und Wohnungswesen,56.0,49.0,105.0
2025-04,2025,April,4,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",144.0,99.0,243.0
2025-04,2025,April,4,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,151.0,56.0,207.0
2025-04,2025,April,4,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,
2025-04,2025,April,4,WZ08-P,Erziehung und Unterricht,13.0,4.0,17.0
2025-04,2025,April,4,WZ08-Q,Gesundheits- und Sozialwesen,57.0,7.0,64.0
2025-04,2025,April,4,WZ08-R,"Kunst, Unterhaltung und Erholung",24.0,9.0,33.0
2025-04,2025,April,4,WZ08-S,Erbringung von sonstigen Dienstleistungen,51.0,23.0,74.0
2025-05,2025,Mai,5,WZ08-A,"Land- und Forstwirtschaft, Fischerei",12.0,2.0,14.0
2025-05,2025,Mai,5,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,1.0,
2025-05,2025,Mai,5,WZ08-C,Verarbeitendes Gewerbe,127.0,21.0,148.0
2025-05,2025,Mai,5,WZ08-D,Energieversorgung,4.0,4.0,8.0
2025-05,2025,Mai,5,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",2.0,2.0,4.0
2025-05,2025,Mai,5,WZ08-F,Baugewerbe,261.0,104.0,365.0
2025-05,2025,Mai,5,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",200.0,102.0,302.0
2025-05,2025,Mai,5,WZ08-H,Verkehr und Lagerei,84.0,32.0,116.0
2025-05,2025,Mai,5,WZ08-I,Gastgewerbe,141.0,73.0,214.0
2025-05,2025,Mai,5,WZ08-J,Information und Kommunikation,58.0,34.0,92.0
2025-05,2025,Mai,5,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,21.0,22.0,43.0
2025-05,2025,Mai,5,WZ08-L,Grundstücks- und Wohnungswesen,48.0,35.0,83.0
2025-05,2025,Mai,5,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",135.0,84.0,219.0
2025-05,2025,Mai,5,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,140.0,64.0,204.0
2025-05,2025,Mai,5,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,
2025-05,2025,Mai,5,WZ08-P,Erziehung und Unterricht,25.0,6.0,31.0
2025-05,2025,Mai,5,WZ08-Q,Gesundheits- und Sozialwesen,56.0,8.0,64.0
2025-05,2025,Mai,5,WZ08-R,"Kunst, Unterhaltung und Erholung",36.0,8.0,44.0
2025-05,2025,Mai,5,WZ08-S,Erbringung von sonstigen Dienstleistungen,59.0,25.0,84.0
2025-06,2025,Juni,6,WZ08-A,"Land- und Forstwirtschaft, Fischerei",6.0,1.0,7.0
2025-06,2025,Juni,6,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,
2025-06,2025,Juni,6,WZ08-C,Verarbeitendes Gewerbe,137.0,28.0,165.0
2025-06,2025,Juni,6,WZ08-D,Energieversorgung,2.0,1.0,3.0
2025-06,2025,Juni,6,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",1.0,1.0,2.0
2025-06,2025,Juni,6,WZ08-F,Baugewerbe,202.0,96.0,298.0
2025-06,2025,Juni,6,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",213.0,108.0,321.0
2025-06,2025,Juni,6,WZ08-H,Verkehr und Lagerei,102.0,36.0,138.0
2025-06,2025,Juni,6,WZ08-I,Gastgewerbe,163.0,53.0,216.0
2025-06,2025,Juni,6,WZ08-J,Information und Kommunikation,51.0,30.0,81.0
2025-06,2025,Juni,6,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,20.0,21.0,41.0
2025-06,2025,Juni,6,WZ08-L,Grundstücks- und Wohnungswesen,41.0,42.0,83.0
2025-06,2025,Juni,6,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",120.0,93.0,213.0
2025-06,2025,Juni,6,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,128.0,60.0,188.0
2025-06,2025,Juni,6,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,
2025-06,2025,Juni,6,WZ08-P,Erziehung und Unterricht,19.0,3.0,22.0
2025-06,2025,Juni,6,WZ08-Q,Gesundheits- und Sozialwesen,55.0,10.0,65.0
2025-06,2025,Juni,6,WZ08-R,"Kunst, Unterhaltung und Erholung",30.0,12.0,42.0
2025-06,2025,Juni,6,WZ08-S,Erbringung von sonstigen Dienstleistungen,56.0,16.0,72.0
2025-07,2025,Juli,7,WZ08-A,"Land- und Forstwirtschaft, Fischerei",14.0,3.0,17.0
2025-07,2025,Juli,7,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,1.0,,
2025-07,2025,Juli,7,WZ08-C,Verarbeitendes Gewerbe,118.0,30.0,148.0
2025-07,2025,Juli,7,WZ08-D,Energieversorgung,2.0,1.0,3.0
2025-07,2025,Juli,7,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",2.0,1.0,3.0
2025-07,2025,Juli,7,WZ08-F,Baugewerbe,234.0,129.0,363.0
2025-07,2025,Juli,7,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",242.0,119.0,361.0
2025-07,2025,Juli,7,WZ08-H,Verkehr und Lagerei,97.0,38.0,135.0
2025-07,2025,Juli,7,WZ08-I,Gastgewerbe,164.0,72.0,236.0
2025-07,2025,Juli,7,WZ08-J,Information und Kommunikation,42.0,34.0,76.0
2025-07,2025,Juli,7,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,36.0,28.0,64.0
2025-07,2025,Juli,7,WZ08-L,Grundstücks- und Wohnungswesen,76.0,27.0,103.0
2025-07,2025,Juli,7,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",152.0,98.0,250.0
2025-07,2025,Juli,7,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,158.0,79.0,237.0
2025-07,2025,Juli,7,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,
2025-07,2025,Juli,7,WZ08-P,Erziehung und Unterricht,20.0,9.0,29.0
2025-07,2025,Juli,7,WZ08-Q,Gesundheits- und Sozialwesen,44.0,12.0,56.0
2025-07,2025,Juli,7,WZ08-R,"Kunst, Unterhaltung und Erholung",33.0,14.0,47.0
2025-07,2025,Juli,7,WZ08-S,Erbringung von sonstigen Dienstleistungen,47.0,21.0,68.0
2025-08,2025,August,8,WZ08-A,"Land- und Forstwirtschaft, Fischerei",7.0,2.0,9.0
2025-08,2025,August,8,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,
2025-08,2025,August,8,WZ08-C,Verarbeitendes Gewerbe,139.0,24.0,163.0
2025-08,2025,August,8,WZ08-D,Energieversorgung,9.0,,
2025-08,2025,August,8,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",4.0,1.0,5.0
2025-08,2025,August,8,WZ08-F,Baugewerbe,229.0,118.0,347.0
2025-08,2025,August,8,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",201.0,110.0,311.0
2025-08,2025,August,8,WZ08-H,Verkehr und Lagerei,78.0,30.0,108.0
2025-08,2025,August,8,WZ08-I,Gastgewerbe,135.0,60.0,195.0
2025-08,2025,August,8,WZ08-J,Information und Kommunikation,60.0,21.0,81.0
2025-08,2025,August,8,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,24.0,28.0,52.0
2025-08,2025,August,8,WZ08-L,Grundstücks- und Wohnungswesen,55.0,39.0,94.0
2025-08,2025,August,8,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",141.0,97.0,238.0
2025-08,2025,August,8,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,117.0,65.0,182.0
2025-08,2025,August,8,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,
2025-08,2025,August,8,WZ08-P,Erziehung und Unterricht,18.0,7.0,25.0
2025-08,2025,August,8,WZ08-Q,Gesundheits- und Sozialwesen,42.0,10.0,52.0
2025-08,2025,August,8,WZ08-R,"Kunst, Unterhaltung und Erholung",30.0,9.0,39.0
2025-08,2025,August,8,WZ08-S,Erbringung von sonstigen Dienstleistungen,47.0,22.0,69.0
2025-09,2025,September,9,WZ08-A,"Land- und Forstwirtschaft, Fischerei",7.0,2.0,9.0
2025-09,2025,September,9,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,
2025-09,2025,September,9,WZ08-C,Verarbeitendes Gewerbe,125.0,16.0,141.0
2025-09,2025,September,9,WZ08-D,Energieversorgung,4.0,1.0,5.0
2025-09,2025,September,9,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",1.0,,
2025-09,2025,September,9,WZ08-F,Baugewerbe,230.0,114.0,344.0
2025-09,2025,September,9,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",211.0,86.0,297.0
2025-09,2025,September,9,WZ08-H,Verkehr und Lagerei,74.0,40.0,114.0
2025-09,2025,September,9,WZ08-I,Gastgewerbe,152.0,57.0,209.0
2025-09,2025,September,9,WZ08-J,Information und Kommunikation,61.0,18.0,79.0
2025-09,2025,September,9,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,35.0,25.0,60.0
2025-09,2025,September,9,WZ08-L,Grundstücks- und Wohnungswesen,53.0,22.0,75.0
2025-09,2025,September,9,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",128.0,92.0,220.0
2025-09,2025,September,9,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,133.0,75.0,208.0
2025-09,2025,September,9,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,
2025-09,2025,September,9,WZ08-P,Erziehung und Unterricht,24.0,5.0,29.0
2025-09,2025,September,9,WZ08-Q,Gesundheits- und Sozialwesen,35.0,3.0,38.0
2025-09,2025,September,9,WZ08-R,"Kunst, Unterhaltung und Erholung",33.0,11.0,44.0
2025-09,2025,September,9,WZ08-S,Erbringung von sonstigen Dienstleistungen,50.0,17.0,67.0
2025-10,2025,Oktober,10,WZ08-A,"Land- und Forstwirtschaft, Fischerei",11.0,3.0,14.0
2025-10,2025,Oktober,10,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,1.0,
2025-10,2025,Oktober,10,WZ08-C,Verarbeitendes Gewerbe,145.0,23.0,168.0
2025-10,2025,Oktober,10,WZ08-D,Energieversorgung,8.0,3.0,11.0
2025-10,2025,Oktober,10,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",7.0,,
2025-10,2025,Oktober,10,WZ08-F,Baugewerbe,215.0,115.0,330.0
2025-10,2025,Oktober,10,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",240.0,101.0,341.0
2025-10,2025,Oktober,10,WZ08-H,Verkehr und Lagerei,92.0,39.0,131.0
2025-10,2025,Oktober,10,WZ08-I,Gastgewerbe,180.0,69.0,249.0
2025-10,2025,Oktober,10,WZ08-J,Information und Kommunikation,63.0,27.0,90.0
2025-10,2025,Oktober,10,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,32.0,22.0,54.0
2025-10,2025,Oktober,10,WZ08-L,Grundstücks- und Wohnungswesen,41.0,46.0,87.0
2025-10,2025,Oktober,10,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",148.0,107.0,255.0
2025-10,2025,Oktober,10,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,115.0,47.0,162.0
2025-10,2025,Oktober,10,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,
2025-10,2025,Oktober,10,WZ08-P,Erziehung und Unterricht,31.0,8.0,39.0
2025-10,2025,Oktober,10,WZ08-Q,Gesundheits- und Sozialwesen,41.0,13.0,54.0
2025-10,2025,Oktober,10,WZ08-R,"Kunst, Unterhaltung und Erholung",34.0,10.0,44.0
2025-10,2025,Oktober,10,WZ08-S,Erbringung von sonstigen Dienstleistungen,55.0,16.0,71.0
2025-11,2025,November,11,WZ08-A,"Land- und Forstwirtschaft, Fischerei",4.0,,
2025-11,2025,November,11,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,
2025-11,2025,November,11,WZ08-C,Verarbeitendes Gewerbe,116.0,18.0,134.0
2025-11,2025,November,11,WZ08-D,Energieversorgung,8.0,3.0,11.0
2025-11,2025,November,11,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",3.0,2.0,5.0
2025-11,2025,November,11,WZ08-F,Baugewerbe,209.0,106.0,315.0
2025-11,2025,November,11,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",192.0,107.0,299.0
2025-11,2025,November,11,WZ08-H,Verkehr und Lagerei,85.0,32.0,117.0
2025-11,2025,November,11,WZ08-I,Gastgewerbe,131.0,42.0,173.0
2025-11,2025,November,11,WZ08-J,Information und Kommunikation,30.0,24.0,54.0
2025-11,2025,November,11,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,25.0,25.0,50.0
2025-11,2025,November,11,WZ08-L,Grundstücks- und Wohnungswesen,62.0,35.0,97.0
2025-11,2025,November,11,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",109.0,80.0,189.0
2025-11,2025,November,11,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,117.0,68.0,185.0
2025-11,2025,November,11,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,
2025-11,2025,November,11,WZ08-P,Erziehung und Unterricht,13.0,2.0,15.0
2025-11,2025,November,11,WZ08-Q,Gesundheits- und Sozialwesen,35.0,10.0,45.0
2025-11,2025,November,11,WZ08-R,"Kunst, Unterhaltung und Erholung",30.0,7.0,37.0
2025-11,2025,November,11,WZ08-S,Erbringung von sonstigen Dienstleistungen,39.0,25.0,64.0
2025-12,2025,Dezember,12,WZ08-A,"Land- und Forstwirtschaft, Fischerei",,,
2025-12,2025,Dezember,12,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,
2025-12,2025,Dezember,12,WZ08-C,Verarbeitendes Gewerbe,,,
2025-12,2025,Dezember,12,WZ08-D,Energieversorgung,,,
2025-12,2025,Dezember,12,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",,,
2025-12,2025,Dezember,12,WZ08-F,Baugewerbe,,,
2025-12,2025,Dezember,12,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",,,
2025-12,2025,Dezember,12,WZ08-H,Verkehr und Lagerei,,,
2025-12,2025,Dezember,12,WZ08-I,Gastgewerbe,,,
2025-12,2025,Dezember,12,WZ08-J,Information und Kommunikation,,,
2025-12,2025,Dezember,12,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,,,
2025-12,2025,Dezember,12,WZ08-L,Grundstücks- und Wohnungswesen,,,
2025-12,2025,Dezember,12,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",,,
2025-12,2025,Dezember,12,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,,,
2025-12,2025,Dezember,12,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,
2025-12,2025,Dezember,12,WZ08-P,Erziehung und Unterricht,,,
2025-12,2025,Dezember,12,WZ08-Q,Gesundheits- und Sozialwesen,,,
2025-12,2025,Dezember,12,WZ08-R,"Kunst, Unterhaltung und Erholung",,,
2025-12,2025,Dezember,12,WZ08-S,Erbringung von sonstigen Dienstleistungen,,,
